spt_objectid,t,population
707,6,4862.23864636
707,7,5092.39847154
707,8,5333.45318465
707,9,5585.91850811
707,10,5850.33457668
708,1,4942.75394432
708,2,5108.91186828
708,3,5280.65543458
708,4,5458.17241277
708,5,5641.65688458
708,6,5831.30945603
708,7,6027.33747687
708,8,6229.95526716
708,9,6439.38435168
708,10,6655.85370206
709,1,4530.53768535
709,2,4696.97293327
709,3,4869.52239846
709,4,5048.41069471
709,5,5233.8706873
709,6,5426.14379613
709,7,5625.48030995
709,8,5832.13971223
709,9,6046.39101888
709,10,6268.51312847
710,1,4731.41269866
710,2,4928.72437805
710,3,5134.26444529
710,4,5348.37604464
710,5,5571.4166303
710,6,5803.75856322
710,7,6045.78973272
710,8,6297.91420406
710,9,6560.55289304
710,10,6834.14426869
711,1,1643.86971021
711,2,1714.66219807
711,3,1788.50333163
711,4,1865.52439942
711,5,1945.86234383
711,6,2029.66000461
711,7,2117.06637285
711,8,2208.23685586
711,9,2303.3335535
711,10,2402.5255464
712,1,3156.75756823
712,2,3271.54246375
712,3,3390.50112679
712,4,3513.78532242
712,5,3641.55233411
712,6,3773.96516441
712,7,3911.19274293
712,8,4053.41014185
712,9,4200.79879921
712,10,4353.5467505
713,1,4934.47044514
713,2,5133.67037191
713,3,5340.91181221
713,4,5556.51939437
713,5,5780.83085165
713,6,6014.1975513
713,7,6256.98504494
713,8,6509.57364115
713,9,6772.35900121
713,10,7045.75275888
714,1,4062.63163253
714,2,4223.38172509
714,3,4390.49237272
714,4,4564.21524969
714,5,4744.81198851
714,6,4932.55457393
714,7,5127.72575262
714,8,5330.61945894
714,9,5541.54125765
714,10,5760.80880407
715,1,2277.98071047
715,2,2349.11548993
715,3,2422.47160376
715,4,2498.11841785
715,5,2576.12746415
715,6,2656.5725084
715,7,2739.52961977
715,8,2825.07724291
715,9,2913.29627204
715,10,3004.27012747
716,1,2056.96987186
716,2,2122.99300238
716,3,2191.13529557
716,4,2261.46477078
716,5,2334.0516306
716,6,2408.96833092
716,7,2486.28965327
716,8,2566.09277948
716,9,2648.45736869
716,10,2733.46563688
717,1,4110.86238954
717,2,4295.67605129
717,3,4488.79845371
717,4,4690.60313615
717,5,4901.48043129
717,6,5121.83822015
717,7,5352.10272103
717,8,5592.7193139
717,9,5844.15340183
717,10,6106.89131121
718,1,4627.87770495
718,2,4826.96688122
718,3,5034.62078254
718,4,5251.20785945
718,5,5477.11241307
718,6,5712.73527698
718,7,5958.49452842
718,8,6214.82623014
718,9,6482.1852041
718,10,6761.0458385
719,1,2019.34289277
719,2,2096.52736174
719,3,2176.66201924
719,4,2259.85962906
719,5,2346.23726509
719,6,2435.9164761
719,7,2529.02345676
719,8,2625.68922523
719,9,2726.0498075
719,10,2830.24642885
720,1,2312.43716512
720,2,2397.92181284
720,3,2486.56660048
720,4,2578.48835
720,5,2673.80820196
720,6,2772.65177517
720,7,2875.14933221
720,8,2981.43595116
720,9,3091.65170354
720,10,3205.94183896
721,1,5143.92931196
721,2,5368.2306282
721,3,5602.31261549
721,4,5846.60176051
721,5,6101.54314693
721,6,6367.60126631
721,7,6645.2608644
721,8,6935.0278243
721,9,7237.43008819
721,10,7553.01861916
722,1,2310.56162264
722,2,2380.15827553
722,3,2451.85125602
722,4,2525.70370779
722,5,2601.78067649
722,6,2680.14916702
722,7,2760.87820253
722,8,2844.03888522
722,9,2929.70445897
722,10,3017.95037387
723,1,3682.92402862
723,2,3821.90177532
723,3,3966.12394572
723,4,4115.78844186
723,5,4271.10063377
723,6,4432.27364125
723,7,4599.52862631
723,8,4773.0950967
723,9,4953.21122077
723,10,5140.12415436
724,1,4778.95956913
724,2,4988.74062109
724,3,5207.73039079
724,4,5436.33311151
724,5,5674.97076108
724,6,5924.0838408
724,7,6184.13218857
724,8,6455.59582772
724,9,6738.97585306
724,10,7034.79535585
725,1,1556.40967149
725,2,1623.59990987
725,3,1693.69075225
725,4,1766.80741777
725,5,1843.08053129
725,6,1922.64635673
725,7,2005.64704054
725,8,2092.23086562
725,9,2182.55251625
725,10,2276.77335445
726,1,3111.93246684
726,2,3247.52638437
726,3,3389.02843475
726,4,3536.69604868
726,5,3690.79787365
726,6,3851.61426276
726,7,4019.43778472
726,8,4194.57375611
726,9,4377.34079685
726,10,4568.07140984
727,1,4759.81587892
727,2,4927.32649004
727,3,5100.73224617
727,4,5280.24061319
727,5,5466.06635823
727,6,5658.43180668
727,7,5857.56710814
727,8,6063.71051178
727,9,6277.10865139
727,10,6498.01684049
728,1,4412.17796626
728,2,4562.29538456
728,3,4717.520312
728,4,4878.02652355
728,5,5043.99370659
728,6,5215.6076621
728,7,5393.06051262
728,8,5576.55091738
728,9,5766.28429468
728,10,5962.47305183
729,1,2468.62429487
729,2,2581.15455705
729,3,2698.81442115
729,4,2821.83771596
729,5,2950.46892918
729,6,3084.96369327
729,7,3225.58929352
729,8,3372.62519917
729,9,3526.36361886
729,10,3687.11008134
730,1,3002.9499946
730,2,3109.55471382
730,3,3219.94390037
730,4,3334.25190283
730,5,3452.61783918
730,6,3575.18576604
730,7,3702.10485408
730,8,3833.5295695
730,9,3969.61986208
730,10,4110.54135979
731,1,3943.65275869
731,2,4089.50751542
731,3,4240.75666445
731,4,4397.59971567
731,5,4560.2435578
731,6,4728.90273128
731,7,4903.79971123
731,8,5085.16520096
731,9,5273.23843628
731,10,5468.26750105
732,1,2383.66286565
732,2,2492.03888468
732,3,2605.34234612
732,4,2723.79728191
732,5,2847.63790984
732,6,2977.10909671
732,7,3112.46684246
732,8,3253.97878638
732,9,3401.92473627
732,10,3556.59722174
733,1,2647.43840615
733,2,2750.75750172
733,3,2858.10873472
733,4,2969.6494636
733,5,3085.54318789
733,6,3205.95978786
733,7,3331.07577353
733,8,3461.07454343
733,9,3596.14665339
733,10,3736.4900959
734,1,3894.08579314
734,2,4088.40770137
734,3,4292.42662348
734,4,4506.62645797
734,5,4731.51525073
734,6,4967.62640009
734,7,5215.51992187
734,8,5475.78377774
734,9,5749.03526968
734,10,6035.92250416
735,1,3370.40635707
735,2,3531.12807328
735,3,3699.51398999
735,4,3875.92958344
735,5,4060.75775802
735,6,4254.39967738
735,7,4457.27563511
735,8,4669.82596698
735,9,4892.51200668
735,10,5125.81708714
736,1,1637.5342657
736,2,1713.43033313
736,3,1792.84401431
736,4,1875.9383428
736,5,1962.88390843
736,6,2053.85920744
736,7,2149.05100902
736,8,2248.65473866
736,9,2352.87487942
736,10,2461.92539167
737,1,3603.98587557
737,2,3721.69461069
737,3,3843.24779659
737,4,3968.77099577
737,5,4098.39387167
737,6,4232.25032264
737,7,4370.47862025
737,8,4513.22155211
737,9,4660.62656938
737,10,4812.84593907
738,1,1651.5237549
738,2,1712.19755994
738,3,1775.10040384
738,4,1840.31417719
738,5,1907.9237791
738,6,1978.01722769
738,7,2050.68577471
738,8,2126.02402434
738,9,2204.13005629
738,10,2285.10555357
739,1,4241.94050452
739,2,4380.24811194
739,3,4523.06521078
739,4,4670.53883208
739,5,4822.82080081
739,6,4980.06789215
739,7,5142.44199293
739,8,5310.11026825
739,9,5483.24533357
739,10,5662.0254325
740,1,2322.01412468
740,2,2417.82493058
740,3,2517.58907615
740,4,2621.46968383
740,5,2729.63660685
740,6,2842.26670688
740,7,2959.54414326
740,8,3081.66067411
740,9,3208.81596984
740,10,3341.21793966
741,1,1772.3630334
741,2,1833.78325871
741,3,1897.33196672
741,4,1963.0829188
741,5,2031.11243245
741,6,2101.49946991
741,7,2174.32572982
741,8,2249.67574203
741,9,2327.63696574
741,10,2408.29989098
742,1,4595.12586115
742,2,4767.48288098
742,3,4946.30478189
742,4,5131.83405293
742,5,5324.32227856
742,6,5524.03047987
742,7,5731.22946847
742,8,5946.20021377
742,9,6169.23422396
742,10,6400.6339413
743,1,5029.04421945
743,2,5262.43981714
743,3,5506.66719571
743,4,5762.22905306
743,5,6029.65141707
743,6,6309.48472831
743,7,6602.30497308
743,8,6908.71486889
743,9,7229.34510512
743,10,7564.85564114
744,1,4725.9882
744,2,4931.54437327
744,3,5146.04118257
744,4,5369.86749957
744,5,5603.42910986
744,6,5847.14944861
744,7,6101.47036824
744,8,6366.85293949
744,9,6643.7782873
744,10,6932.74846306
745,1,1317.70673802
745,2,1357.58486899
745,3,1398.66984308
745,4,1440.99818335
745,5,1484.60751812
745,6,1529.5366145
745,7,1575.82541281
745,8,1623.51506208
745,9,1672.64795668
745,10,1723.26777393
746,1,4846.3562723
746,2,5052.0905825
746,3,5266.55858952
746,4,5490.13105049
746,5,5723.19446167
746,6,5966.15172658
746,7,6219.42285257
746,8,6483.44567684
746,9,6758.67662337
746,10,7045.59149195
747,1,1822.77720632
747,2,1902.93055204
747,3,1986.60849683
747,4,2073.96602857
747,5,2165.16495049
747,6,2260.37418079
747,7,2359.77006557
747,8,2463.53670542
747,9,2571.86629643
747,10,2684.95948615
748,1,3469.62989397
748,2,3638.05729862
748,3,3814.66073112
748,4,3999.83708313
748,5,4194.00251273
748,6,4397.59337974
748,7,4611.06722632
748,8,4834.90380524
748,9,5069.6061581
748,10,5315.70174578
749,1,1073.70918956
749,2,1119.27322694
749,3,1166.77082465
749,4,1216.28403548
749,5,1267.89839418
749,6,1321.7030653
749,7,1377.79099717
749,8,1436.25908248
749,9,1497.20832568
749,10,1560.74401745
750,1,5096.73604347
750,2,5283.04215921
750,3,5476.15850967
750,4,5676.3340362
750,5,5883.82677997
750,6,6098.90421457
750,7,6321.84359082
750,8,6552.9322942
750,9,6792.46821523
750,10,7040.76013356
751,1,4126.55383103
751,2,4299.02714475
751,3,4478.70914765
751,4,4665.90113388
751,5,4860.91699045
751,6,5064.08372362
751,7,5275.74200715
751,8,5496.24675363
751,9,5725.96770953
751,10,5965.29007525
752,1,1506.37097971
752,2,1572.52496779
752,3,1641.5841832
752,4,1713.67621229
752,5,1788.9342445
752,6,1867.49731846
752,7,1949.5105788
752,8,2035.12554439
752,9,2124.50038818
752,10,2217.80022948
753,1,3631.35389006
753,2,3805.6943939
753,3,3988.40494709
753,4,4179.88739387
753,5,4380.56287092
753,6,4590.87273362
753,7,4811.2795267
753,8,5042.26800157
753,9,5284.34618246
753,10,5538.04648373
754,1,4133.74598902
754,2,4284.81843073
754,3,4441.41198639
754,4,4603.72843138
754,5,4771.97691518
754,6,4946.3742309
754,7,5127.14509458
754,8,5314.52243477
754,9,5508.74769265
754,10,5710.07113316
755,1,1270.30307612
755,2,1320.51547071
755,3,1372.71265508
755,4,1426.97308378
755,5,1483.37831249
755,6,1542.01312063
755,7,1602.96563875
755,8,1666.32748103
755,9,1732.19388296
755,10,1800.66384449
756,1,3979.3384269
756,2,4118.37043324
756,3,4262.26000552
756,4,4411.17685967
756,5,4565.29664123
756,6,4724.80113255
756,7,4889.87846717
756,8,5060.7233517
756,9,5237.53729554
756,10,5420.52884849
757,1,1956.72550788
757,2,2019.39594578
757,3,2084.07360634
757,4,2150.82277734
757,5,2219.70980556
757,6,2290.80316279
757,7,2364.1735138
757,8,2439.89378666
757,9,2518.03924519
757,10,2598.68756377
758,1,4910.92715141
758,2,5144.45509523
758,3,5389.08792798
758,4,5645.35371734
758,5,5913.80564202
758,6,6195.02318591
758,7,6489.61338893
758,8,6798.21215739
758,9,7121.48563668
758,10,7460.13164922
759,1,3036.15962024
759,2,3167.78874212
759,3,3305.12448944
759,4,3448.41426622
759,5,3597.91620239
759,6,3753.8996188
759,7,3916.64551238
759,8,4086.44706236
759,9,4263.61015842
759,10,4448.45395169
760,1,2330.14058512
760,2,2424.99113283
760,3,2523.70266063
760,4,2626.43233332
760,5,2733.34371324
760,6,2844.60702067
760,7,2960.3994049
760,8,3080.90522623
760,9,3206.3163495
760,10,3336.83244961
761,1,4317.26217352
761,2,4465.441465
761,3,4618.70664229
761,4,4777.23226577
761,5,4941.19888719
761,6,5110.79325527
761,7,5286.20852843
761,8,5467.64449476
761,9,5655.30779958
761,10,5849.41218082
762,1,1383.65656012
762,2,1442.73208467
762,3,1504.32985188
762,4,1568.55754946
762,5,1635.52746287
762,6,1705.35667163
762,7,1778.16725398
762,8,1854.08650035
762,9,1933.24713582
762,10,2015.78755222
763,1,4203.34708036
763,2,4383.06293176
763,3,4570.46260909
763,4,4765.87463751
763,5,4969.64158842
763,6,5182.12068001
763,7,5403.68440346
763,8,5634.721176
763,9,5875.63602177
763,10,6126.8512819
764,1,3045.49300871
764,2,3144.07717494
764,3,3245.85256105
764,4,3350.92246847
764,5,3459.39354252
764,6,3571.37588071
764,7,3686.98314446
764,8,3806.33267447
764,9,3929.54560979
764,10,4056.74701085
765,1,3822.9274844
765,2,3976.80940164
765,3,4136.88543177
765,4,4303.40490257
765,5,4476.62717784
765,6,4656.82206139
765,7,4844.27021727
765,8,5039.26360693
765,9,5242.10594397
765,10,5453.11316718
766,1,1716.33827809
766,2,1769.25951041
766,3,1823.81250546
766,4,1880.04757668
766,5,1938.01658888
766,6,1997.77300604
766,7,2059.37194066
766,8,2122.87020455
766,9,2188.32636126
766,10,2255.80078004
767,1,4996.34470905
767,2,5178.06688481
767,3,5366.39848228
767,4,5561.57989289
767,5,5763.86025136
767,6,5973.49775371
767,7,6190.75998678
767,8,6415.92426986
767,9,6649.27800858
767,10,6891.11906186
768,1,4454.41844806
768,2,4633.77947463
768,3,4820.36262868
768,4,5014.45871544
768,5,5216.37024967
768,6,5426.41192714
768,7,5644.91111513
768,8,5872.20836265
768,9,6108.6579312
768,10,6354.62834694
769,1,1983.58510662
769,2,2052.48298133
769,3,2123.77395585
769,4,2197.54115214
769,5,2273.87057932
769,6,2352.85123397
769,7,2434.57520386
769,8,2519.13777534
769,9,2606.63754444
769,10,2697.17653183
770,1,2817.19799617
770,2,2957.00616604
770,3,3103.75255054
770,4,3257.78147019
770,5,3419.45433301
770,6,3589.15048247
770,7,3767.26808763
770,8,3954.22507731
770,9,4150.4601208
770,10,4356.43365705
771,1,1590.52772564
771,2,1644.84944475
771,3,1701.02642808
771,4,1759.12203895
771,5,1819.20180476
771,6,1881.3334909
771,7,1945.58717715
771,8,2012.03533674
771,9,2080.75291811
771,10,2151.81742943
772,1,4510.17983347
772,2,4700.02821863
772,3,4897.86795019
772,4,5104.03541034
772,5,5318.88114072
772,6,5542.77043843
772,7,5776.08397712
772,8,6019.21845426
772,9,6272.58726563
772,10,6536.62120821
773,1,4273.73190895
773,2,4429.97439475
773,3,4591.92891745
773,4,4759.80430224
773,5,4933.81700869
773,6,5114.19140988
773,7,5301.1600817
773,8,5494.96410274
773,9,5695.85336513
773,10,5904.08689673
774,1,4968.34976468
774,2,5163.04107598
774,3,5365.36162202
774,4,5575.6103644
774,5,5794.09797991
774,6,6021.14731961
774,7,6257.09388591
774,8,6502.28632831
774,9,6757.08695862
774,10,7021.87228631
775,1,1201.22886446
775,2,1259.11935848
775,3,1319.79975323
775,4,1383.40450165
775,5,1450.07453631
775,6,1519.95758171
775,7,1593.20848159
775,8,1669.98954205
775,9,1750.47089116
775,10,1834.83085589
776,1,2636.38367352
776,2,2718.23186313
776,3,2802.62108127
776,4,2889.63021577
776,5,2979.34060359
776,6,3071.83610683
776,7,3167.20319116
776,8,3265.53100661
776,9,3366.91147095
776,10,3471.43935557
777,1,4842.89068085
777,2,5084.23805478
777,3,5337.61307061
777,4,5603.61513064
777,5,5882.87350862
777,6,6176.0488384
777,7,6483.83467678
777,8,6806.95914424
777,9,7146.18664742
777,10,7502.3196875
778,1,2220.95700636
778,2,2296.39200378
778,3,2374.38915743
778,4,2455.03549116
778,5,2538.42098462
778,6,2624.6386736
778,7,2713.78475387
778,8,2805.95868849
778,9,2901.26331879
778,10,2999.80497913
779,1,2508.78289321
779,2,2595.46045577
779,3,2685.1326975
779,4,2777.9030835
779,5,2873.87865355
779,6,2973.17014564
779,7,3075.8921237
779,8,3182.16310981
779,9,3292.10572094
779,10,3405.84681045
780,1,4884.98320017
780,2,5100.03438041
780,3,5324.5527396
780,4,5558.95505052
780,5,5803.67643349
780,6,6059.1711641
780,7,6325.91351647
780,8,6604.39864366
780,9,6895.14349679
780,10,7198.6877847
781,1,4231.78833035
781,2,4387.07311928
781,3,4548.05605844
781,4,4714.94624055
781,5,4887.96043091
781,6,5067.32334903
781,7,5253.26796045
781,8,5446.03577933
781,9,5645.87718218
781,10,5853.05173301
782,1,4606.30910232
782,2,4834.37765917
782,3,5073.73839495
782,4,5324.95041044
782,5,5588.60048872
782,6,5865.3044658
782,7,6155.7086691
782,8,6460.49142713
782,9,6780.36465396
782,10,7116.07551209
783,1,3851.07525941
783,2,3969.69503577
783,3,4091.96850634
783,4,4218.0082112
783,5,4347.93015689
783,6,4481.85392314
783,7,4619.90277294
783,8,4762.203766
783,9,4908.88787567
783,10,5060.09010953
784,1,4459.02501779
784,2,4595.07837053
784,3,4735.28297039
784,4,4879.76547984
784,5,5028.65642606
784,6,5182.09031885
784,7,5340.20577217
784,8,5503.14562936
784,9,5671.05709218
784,10,5844.09185379
785,1,3726.01332468
785,2,3868.25725709
785,3,4015.93148042
785,4,4169.24330093
785,5,4328.40793901
785,6,4493.64883127
785,7,4665.1979442
785,8,4843.29609985
785,9,5028.19331386
785,10,5220.14914642
786,1,2163.31462085
786,2,2258.65354671
786,3,2358.19413177
786,4,2462.12154636
786,5,2570.6291214
786,6,2683.91870807
786,7,2802.20105325
786,8,2925.69619163
786,9,3054.63385498
786,10,3189.25389952
787,1,2399.21789149
787,2,2501.62820116
787,3,2608.40988183
787,4,2719.74952491
787,5,2835.84168646
787,6,2956.88922712
787,7,3083.10366661
787,8,3214.70555335
787,9,3351.92484984
787,10,3495.0013345
788,1,3660.46509413
788,2,3827.19357478
788,3,4001.51627791
788,4,4183.7791085
788,5,4374.34372699
788,6,4573.58826689
788,7,4781.90808507
788,8,4999.71654634
788,9,5227.44584359
788,10,5465.54785544
789,1,2358.79067028
789,2,2449.97508859
789,3,2544.68444798
789,4,2643.05501308
789,5,2745.22831611
789,6,2851.35136055
789,7,2961.57683265
789,8,3076.06332108
789,9,3194.97554511
789,10,3318.48459162
790,1,4330.21744044
790,2,4482.6160845
790,3,4640.37828063
790,4,4803.69279488
790,5,4972.75503679
790,6,5147.76729317
790,7,5328.93897016
790,8,5516.48684379
790,9,5710.63531937
790,10,5911.61669995
791,1,2542.33143509
791,2,2654.39389152
791,3,2771.39590617
791,4,2893.55520794
791,5,3021.09912292
791,6,3154.26499742
791,7,3293.30063965
791,8,3438.46478086
791,9,3590.02755681
791,10,3748.27101048
792,1,2998.40332538
792,2,3098.0091322
792,3,3200.92380566
792,4,3307.25726505
792,5,3417.12308112
792,6,3530.6385974
792,7,3647.92505553
792,8,3769.10772475
792,9,3894.3160357
792,10,4023.68371865
793,1,3596.35087359
793,2,3740.23701735
793,3,3889.87989149
793,4,4045.50981664
793,5,4207.36632828
793,6,4375.69854547
793,7,4550.76555424
793,8,4732.83680639
793,9,4922.19253419
793,10,5119.1241817
794,1,2792.06989021
794,2,2912.08601861
794,3,3037.26099749
794,4,3167.81657818
794,5,3303.98404395
794,6,3446.00461967
794,7,3594.12989918
794,8,3748.622291
794,9,3909.75548318
794,10,4077.81492815
795,1,5063.33952775
795,2,5243.89592417
795,3,5430.89087999
795,4,5624.55399132
795,5,5825.12304157
795,6,6032.84429339
795,7,6247.97279106
795,8,6470.77267362
795,9,6701.51749916
795,10,6940.49058078
796,1,2873.55908917
796,2,2963.8700068
796,3,3057.01923804
796,4,3153.09598608
796,5,3252.19225766
796,6,3354.40295108
796,7,3459.82594717
796,8,3568.56220296
796,9,3680.71584838
796,10,3796.39428599
797,1,3092.4656269
797,2,3238.51799986
797,3,3391.4682007
797,4,3551.64200318
797,5,3719.38056684
797,6,3895.04116368
797,7,4078.99793906
797,8,4271.64270868
797,9,4473.38579309
797,10,4684.65689164
798,1,3555.89518084
798,2,3689.63832423
798,3,3828.41177012
798,4,3972.40471656
798,5,4121.81347767
798,6,4276.84175127
798,7,4437.70089658
798,8,4604.6102224
798,9,4777.79728611
798,10,4957.49820389
799,1,3313.16275074
799,2,3414.32267896
799,3,3518.57129672
799,4,3626.00291014
799,5,3736.7147048
799,6,3850.80683362
799,7,3968.38250744
799,8,4089.54808844
799,9,4214.4131863
799,10,4343.09075741
800,1,2517.53629815
800,2,2630.96264528
800,3,2749.49936014
800,4,2873.37668779
800,5,3002.83524689
800,6,3138.12649705
800,7,3279.51322728
800,8,3427.27006639
800,9,3581.68401647
800,10,3743.05501036
801,1,4647.97271559
801,2,4792.29156275
801,3,4941.0914882
801,4,5094.51162874
801,5,5252.69544136
801,6,5415.79083734
801,7,5583.95032061
801,8,5757.3311303
801,9,5936.09538781
801,10,6120.41024837
802,1,2420.90943235
802,2,2497.14634837
802,3,2575.78404291
802,4,2656.89811895
802,5,2740.56656026
802,6,2826.86980644
802,7,2915.89083018
802,8,3007.71521707
802,9,3102.4312479
802,10,3200.12998348
803,1,4006.51793455
803,2,4148.92374253
803,3,4296.39115625
803,4,4449.10008306
803,5,4607.23682486
803,6,4770.99430538
803,7,4940.57230554
803,8,5116.17770718
803,9,5298.02474545
803,10,5486.33527018
804,1,1265.01455951
804,2,1324.72006272
804,3,1387.24351541
804,4,1452.71791769
804,5,1521.28254697
804,6,1593.08325417
804,7,1668.27277404
804,8,1747.01104999
804,9,1829.46557439
804,10,1915.8117448
805,1,3548.38162522
805,2,3722.94859792
805,3,3906.1036063
805,4,4098.26914925
805,5,4299.88851106
805,6,4511.42678389
805,7,4733.37194071
805,8,4966.23596089
805,9,5210.55601127
805,10,5466.89568526
806,1,4222.97522203
806,2,4410.962089
806,3,4607.31724144
806,4,4812.4131958
806,5,5026.6390512
806,6,5250.40122763
806,7,5484.12423694
806,8,5728.25148828
806,9,5983.24612924
806,10,6249.59192458
807,1,2383.25337669
807,2,2490.09059951
807,3,2601.71715455
807,4,2718.34773949
807,5,2840.20667652
807,6,2967.52834384
807,7,3100.55762642
807,8,3239.55038701
807,9,3384.77395826
807,10,3536.50765688
808,1,2484.62337823
808,2,2565.81601482
808,3,2649.6618681
808,4,2736.24764002
808,5,2825.66286577
808,6,2918.00000635
808,7,3013.35454425
808,8,3111.8250821
808,9,3213.5134447
808,10,3318.52478427
809,1,2303.51450044
809,2,2407.52225669
809,3,2516.2261472
809,4,2629.83821074
809,5,2748.58006001
809,6,2872.68331391
809,7,3002.39004935
809,8,3137.95327345
809,9,3279.63741701
809,10,3427.7188504
810,1,1538.5322354
810,2,1611.35564285
810,3,1687.62600355
810,4,1767.50647227
810,5,1851.16792638
810,6,1938.78933143
810,7,2030.55812392
810,8,2126.67061232
810,9,2227.33239696
810,10,2332.75880984
811,1,4767.02292431
811,2,4914.46962822
811,3,5066.47694173
811,4,5223.18592705
811,5,5384.74200956
811,6,5551.29511269
811,7,5722.9997971
811,8,5900.0154041
811,9,6082.50620353
811,10,6270.64154617
812,1,2164.06912629
812,2,2241.83589437
812,3,2322.3972452
812,4,2405.8536033
812,5,2492.30900205
812,6,2581.87121326
812,7,2674.6518816
812,8,2770.76666373
812,9,2870.33537249
812,10,2973.48212623
813,1,1838.34472677
813,2,1894.3449184
813,3,1952.05100416
813,4,2011.51494948
813,5,2072.7903028
813,6,2135.93224375
813,7,2200.99763286
813,8,2268.04506278
813,9,2337.134911
813,10,2408.32939427
814,1,4778.71308967
814,2,4999.14597053
814,3,5229.74699792
814,4,5470.98520898
814,5,5723.35127661
814,6,5987.35850751
814,7,6263.54388625
814,8,6552.46916745
814,9,6854.72201842
814,10,7170.91721442
815,1,5222.42618222
815,2,5464.58329568
815,3,5717.96891972
815,4,5983.10370576
815,5,6260.53244719
815,6,6550.82519873
815,7,6854.5784478
815,8,7172.41634019
815,9,7504.9919625
815,10,7852.98868409
816,1,1653.75880491
816,2,1735.35417818
816,3,1820.97541357
816,4,1910.82114449
816,5,2005.09980476
816,6,2104.03011221
816,7,2207.84157605
816,8,2316.77502933
816,9,2431.08318766
816,10,2551.03123544
817,1,2706.69980189
817,2,2818.86256928
817,3,2935.67324272
817,4,3057.3244265
817,5,3184.01670624
817,6,3315.95897961
817,7,3453.36880076
817,8,3596.47273908
817,9,3745.50675274
817,10,3900.71657777
818,1,3661.69848618
818,2,3817.77784843
818,3,3980.51007066
818,4,4150.17873005
818,5,4327.07949123
818,6,4511.52062147
818,7,4703.82352791
818,8,4904.32331759
818,9,5113.36938148
818,10,5331.32600326
819,1,2910.52526194
819,2,3040.61640359
819,3,3176.52220191
819,4,3318.5025534
819,5,3466.8289711
819,6,3621.78510381
819,7,3783.66727852
819,8,3952.78506709
819,9,4129.46187824
819,10,4314.03557604
820,1,1528.40470208
820,2,1591.29491372
820,3,1656.77290772
820,4,1724.94516515
820,5,1795.92254854
820,6,1869.82048213
820,7,1946.7591396
820,8,2026.8636395
820,9,2110.2642487
820,10,2197.09659424
821,1,2538.63520069
821,2,2656.499869
821,3,2779.83680053
821,4,2908.90006348
821,5,3043.95552204
821,6,3185.281384
821,7,3333.16877392
821,8,3487.92233279
821,9,3649.86084555
821,10,3819.31789783
822,1,1110.00171256
822,2,1162.36207726
822,3,1217.19235507
822,4,1274.60905532
822,5,1334.73418326
822,6,1397.69549928
822,7,1463.62679041
822,8,1532.66815463
822,9,1604.96629852
822,10,1680.67484902
823,1,1757.02391105
823,2,1826.70593136
823,3,1899.1514792
823,4,1974.47015364
823,5,2052.77590036
823,6,2134.18718399
823,7,2218.82716741
823,8,2306.82389801
823,9,2398.3105014
823,10,2493.42538289
824,1,3541.1856901
824,2,3665.59371288
824,3,3794.37240625
824,4,3927.67531947
824,5,4065.66139628
824,6,4208.49516437
824,7,4356.34693157
824,8,4509.39298895
824,9,4667.81582096
824,10,4831.80432306
825,1,3716.72467477
825,2,3855.44021995
825,3,3999.33290471
825,4,4148.59595021
825,5,4303.42978895
825,6,4464.042334
825,7,4630.64925817
825,8,4803.47428358
825,9,4982.74948211
825,10,5168.71558705
826,1,2407.75364474
826,2,2523.84745919
826,3,2645.53892844
826,4,2773.09795265
826,5,2906.80744568
826,6,3046.96396251
826,7,3193.87835704
826,8,3347.87647149
826,9,3509.29985911
826,10,3678.50654168
827,1,3678.39258626
827,2,3815.72814965
827,3,3958.19123995
827,4,4105.97329724
827,5,4259.27290919
827,6,4418.29607784
827,7,4583.25649651
827,8,4754.37583691
827,9,4931.88404704
827,10,5116.01966016
828,1,1377.06499424
828,2,1433.33937895
828,3,1491.91344188
828,4,1552.88116043
828,5,1616.34035241
828,6,1682.39283301
828,7,1751.14457815
828,8,1822.70589449
828,9,1897.19159644
828,10,1974.72119034
829,1,5084.49922286
829,2,5291.06269899
829,3,5506.01804771
829,4,5729.70619825
829,5,5962.48193046
829,6,6204.71443753
829,7,6456.78791152
829,8,6719.10215274
829,9,6992.07320384
829,10,7276.13400964
830,1,2594.51242077
830,2,2686.15111793
830,3,2781.02651218
830,4,2879.25292431
830,5,2980.94871296
830,6,3086.23641717
830,7,3195.24290414
830,8,3308.09952202
830,9,3424.94225818
830,10,3545.91190314
831,1,2520.39659123
831,2,2630.39295117
831,3,2745.18982514
831,4,2864.99671948
831,5,2990.03228392
831,6,3120.52471058
831,7,3256.71215046
831,8,3398.84314809
831,9,3547.17709506
831,10,3701.98470346
832,1,1864.34171695
832,2,1922.43918006
832,3,1982.34710269
832,4,2044.12190322
832,5,2107.82175813
832,6,2173.50665684
832,7,2241.23845819
832,8,2311.08094868
832,9,2383.09990258
832,10,2457.36314382
833,1,2828.0065227
833,2,2926.31573086
833,3,3028.04243481
833,4,3133.30543602
833,5,3242.22766582
833,6,3354.93632895
833,7,3471.56305214
833,8,3592.24403784
833,9,3717.12022325
833,10,3846.33744494
834,1,4583.39703462
834,2,4735.69169904
834,3,4893.04672909
834,4,5055.63026789
834,5,5223.61604553
834,6,5397.18356471
834,7,5576.51829256
